ethnicity,LAD19CD,count_lad19
White: Irish,E08000003,11843
White: Gypsy or Irish Traveller,E08000003,509
White: Other White,E08000003,24520
Mixed/multiple ethnic groups,E08000003,23161
Mixed/multiple ethnic groups: White and Black Caribbean,E08000003,8877
Mixed/multiple ethnic groups: White and Black African,E08000003,4397
Mixed/multiple ethnic groups: White and Asian,E08000003,4791
Mixed/multiple ethnic groups: Other Mixed,E08000003,5096
Asian/Asian British,E08000003,85986
Asian/Asian British: Indian,E08000003,11417
Asian/Asian British: Pakistani,E08000003,42904
Asian/Asian British: Bangladeshi,E08000003,6437
Asian/Asian British: Chinese,E08000003,13539
Asian/Asian British: Other Asian,E08000003,11689
Black/African/Caribbean/Black British,E08000003,43484
Black/African/Caribbean/Black British: African,E08000003,25718
Black/African/Caribbean/Black British: Caribbean,E08000003,9642
Black/African/Caribbean/Black British: Other Black,E08000003,8124
Other ethnic group,E08000003,15387
Other ethnic group: Arab,E08000003,9503
Other ethnic group: Any other ethnic group,E08000003,5884
All usual residents,E08000004,224897
White,E08000004,174326
White: English/Welsh/Scottish/Northern Irish/British,E08000004,169955
White: Irish,E08000004,1484
White: Gypsy or Irish Traveller,E08000004,62
White: Other White,E08000004,2825
Mixed/multiple ethnic groups,E08000004,4057
Mixed/multiple ethnic groups: White and Black Caribbean,E08000004,1950
Mixed/multiple ethnic groups: White and Black African,E08000004,440
Mixed/multiple ethnic groups: White and Asian,E08000004,1131
Mixed/multiple ethnic groups: Other Mixed,E08000004,536
Asian/Asian British,E08000004,43165
Asian/Asian British: Indian,E08000004,1555
Asian/Asian British: Pakistani,E08000004,22686
Asian/Asian British: Bangladeshi,E08000004,16310
Asian/Asian British: Chinese,E08000004,726
Asian/Asian British: Other Asian,E08000004,1888
Black/African/Caribbean/Black British,E08000004,2797
Black/African/Caribbean/Black British: African,E08000004,1640
Black/African/Caribbean/Black British: Caribbean,E08000004,839
Black/African/Caribbean/Black British: Other Black,E08000004,318
Other ethnic group,E08000004,552
Other ethnic group: Arab,E08000004,154
Other ethnic group: Any other ethnic group,E08000004,398
All usual residents,E08000005,211699
White,E08000005,172874
White: English/Welsh/Scottish/Northern Irish/British,E08000005,166481
White: Irish,E08000005,2131
White: Gypsy or Irish Traveller,E08000005,186
White: Other White,E08000005,4076
Mixed/multiple ethnic groups,E08000005,3569
Mixed/multiple ethnic groups: White and Black Caribbean,E08000005,1057
Mixed/multiple ethnic groups: White and Black African,E08000005,601
Mixed/multiple ethnic groups: White and Asian,E08000005,1348
Mixed/multiple ethnic groups: Other Mixed,E08000005,563
Asian/Asian British,E08000005,31630
Asian/Asian British: Indian,E08000005,1105
Asian/Asian British: Pakistani,E08000005,22265
Asian/Asian British: Bangladeshi,E08000005,4342
Asian/Asian British: Chinese,E08000005,948
Asian/Asian British: Other Asian,E08000005,2970
Black/African/Caribbean/Black British,E08000005,2770
Black/African/Caribbean/Black British: African,E08000005,2131
Black/African/Caribbean/Black British: Caribbean,E08000005,285
Black/African/Caribbean/Black British: Other Black,E08000005,354
Other ethnic group,E08000005,856
Other ethnic group: Arab,E08000005,308
Other ethnic group: Any other ethnic group,E08000005,548
All usual residents,E08000006,233933
White,E08000006,210862
White: English/Welsh/Scottish/Northern Irish/British,E08000006,197445
White: Irish,E08000006,2882
White: Gypsy or Irish Traveller,E08000006,193
White: Other White,E08000006,10342
Mixed/multiple ethnic groups,E08000006,4616
Mixed/multiple ethnic groups: White and Black Caribbean,E08000006,1647
Mixed/multiple ethnic groups: White and Black African,E08000006,1058
Mixed/multiple ethnic groups: White and Asian,E08000006,929
Mixed/multiple ethnic groups: Other Mixed,E08000006,982
Asian/Asian British,E08000006,9429
Asian/Asian British: Indian,E08000006,2553
Asian/Asian British: Pakistani,E08000006,1843
Asian/Asian British: Bangladeshi,E08000006,605
Asian/Asian British: Chinese,E08000006,2547
Asian/Asian British: Other Asian,E08000006,1881
Black/African/Caribbean/Black British,E08000006,6541
Black/African/Caribbean/Black British: African,E08000006,5354
Black/African/Caribbean/Black British: Caribbean,E08000006,666
Black/African/Caribbean/Black British: Other Black,E08000006,521
Other ethnic group,E08000006,2485
Other ethnic group: Arab,E08000006,1425
Other ethnic group: Any other ethnic group,E08000006,1060
All usual residents,E08000007,283275
White,E08000007,260819
White: English/Welsh/Scottish/Northern Irish/British,E08000007,252044
White: Irish,E08000007,3938
White: Gypsy or Irish Traveller,E08000007,58
White: Other White,E08000007,4779
Mixed/multiple ethnic groups,E08000007,5104
Mixed/multiple ethnic groups: White and Black Caribbean,E08000007,1734
Mixed/multiple ethnic groups: White and Black African,E08000007,775
Mixed/multiple ethnic groups: White and Asian,E08000007,1460
Mixed/multiple ethnic groups: Other Mixed,E08000007,1135
Asian/Asian British,E08000007,13762
Asian/Asian British: Indian,E08000007,2786
Asian/Asian British: Pakistani,E08000007,6673
Asian/Asian British: Bangladeshi,E08000007,705
Asian/Asian British: Chinese,E08000007,1722
Asian/Asian British: Other Asian,E08000007,1876
Black/African/Caribbean/Black British,E08000007,1958
Black/African/Caribbean/Black British: African,E08000007,976
Black/African/Caribbean/Black British: Caribbean,E08000007,745
Black/African/Caribbean/Black British: Other Black,E08000007,237
Other ethnic group,E08000007,1632
Other ethnic group: Arab,E08000007,727
Other ethnic group: Any other ethnic group,E08000007,905
All usual residents,E08000008,219324
White,E08000008,199429
White: English/Welsh/Scottish/Northern Irish/British,E08000008,194115
White: Irish,E08000008,1613
White: Gypsy or Irish Traveller,E08000008,38
White: Other White,E08000008,3663
Mixed/multiple ethnic groups,E08000008,3159
Mixed/multiple ethnic groups: White and Black Caribbean,E08000008,1310
Mixed/multiple ethnic groups: White and Black African,E08000008,506
Mixed/multiple ethnic groups: White and Asian,E08000008,849
Mixed/multiple ethnic groups: Other Mixed,E08000008,494
Asian/Asian British,E08000008,14553
Asian/Asian British: Indian,E08000008,3668
Asian/Asian British: Pakistani,E08000008,4910
Asian/Asian British: Bangladeshi,E08000008,4296
Asian/Asian British: Chinese,E08000008,951
Asian/Asian British: Other Asian,E08000008,728
Black/African/Caribbean/Black British,E08000008,1784
Black/African/Caribbean/Black British: African,E08000008,1188
Black/African/Caribbean/Black British: Caribbean,E08000008,371
Black/African/Caribbean/Black British: Other Black,E08000008,225
Other ethnic group,E08000008,399
Other ethnic group: Arab,E08000008,154
Other ethnic group: Any other ethnic group,E08000008,245
All usual residents,E08000009,226578
White,E08000009,193834
White: English/Welsh/Scottish/Northern Irish/British,E08000009,182200
White: Irish,E08000009,5098
White: Gypsy or Irish Traveller,E08000009,40
White: Other White,E08000009,6496
Mixed/multiple ethnic groups,E08000009,6031
Mixed/multiple ethnic groups: White and Black Caribbean,E08000009,2658
Mixed/multiple ethnic groups: White and Black African,E08000009,669
Mixed/multiple ethnic groups: White and Asian,E08000009,1535
Mixed/multiple ethnic groups: Other Mixed,E08000009,1169
Asian/Asian British,E08000009,17973
Asian/Asian British: Indian,E08000009,6306
Asian/Asian British: Pakistani,E08000009,7027
Asian/Asian British: Bangladeshi,E08000009,457
Asian/Asian British: Chinese,E08000009,2232
Asian/Asian British: Other Asian,E08000009,1951
Black/African/Caribbean/Black British,E08000009,6540
Black/African/Caribbean/Black British: African,E08000009,1807
Black/African/Caribbean/Black British: Caribbean,E08000009,3802
Black/African/Caribbean/Black British: Other Black,E08000009,931
Other ethnic group,E08000009,2200
Other ethnic group: Arab,E08000009,1259
Other ethnic group: Any other ethnic group,E08000009,941
All usual residents,E08000010,317849
White,E08000010,309193
White: English/Welsh/Scottish/Northern Irish/British,E08000010,303519
White: Irish,E08000010,1459
White: Gypsy or Irish Traveller,E08000010,151
White: Other White,E08000010,4064
Mixed/multiple ethnic groups,E08000010,2756
Mixed/multiple ethnic groups: White and Black Caribbean,E08000010,1015
Mixed/multiple ethnic groups: White and Black African,E08000010,429
Mixed/multiple ethnic groups: White and Asian,E08000010,783
Mixed/multiple ethnic groups: Other Mixed,E08000010,529
Asian/Asian British,E08000010,3519
Asian/Asian British: Indian,E08000010,1019
Asian/Asian British: Pakistani,E08000010,676
Asian/Asian British: Bangladeshi,E08000010,109
Asian/Asian British: Chinese,E08000010,891
Asian/Asian British: Other Asian,E08000010,824
Black/African/Caribbean/Black British,E08000010,1678
Black/African/Caribbean/Black British: African,E08000010,1310
Black/African/Caribbean/Black British: Caribbean,E08000010,216
Black/African/Caribbean/Black British: Other Black,E08000010,152
Other ethnic group,E08000010,703
Other ethnic group: Arab,E08000010,304
Other ethnic group: Any other ethnic group,E08000010,399
All usual residents,E07000117,87059
White,E07000117,76054
White: English/Welsh/Scottish/Northern Irish/British,E07000117,74464
White: Irish,E07000117,527
White: Gypsy or Irish Traveller,E07000117,10
White: Other White,E07000117,1053
Mixed/multiple ethnic groups,E07000117,976
Mixed/multiple ethnic groups: White and Black Caribbean,E07000117,228
Mixed/multiple ethnic groups: White and Black African,E07000117,90
Mixed/multiple ethnic groups: White and Asian,E07000117,476
Mixed/multiple ethnic groups: Other Mixed,E07000117,182
Asian/Asian British,E07000117,9578
Asian/Asian British: Indian,E07000117,321
Asian/Asian British: Pakistani,E07000117,5924
Asian/Asian British: Bangladeshi,E07000117,2425
Asian/Asian British: Chinese,E07000117,222
Asian/Asian British: Other Asian,E07000117,686
Black/African/Caribbean/Black British,E07000117,211
Black/African/Caribbean/Black British: African,E07000117,76
Black/African/Caribbean/Black British: Caribbean,E07000117,120
Black/African/Caribbean/Black British: Other Black,E07000117,15
Other ethnic group,E07000117,240
Other ethnic group: Arab,E07000117,55
Other ethnic group: Any other ethnic group,E07000117,185
All usual residents,E07000118,107155
White,E07000118,103833
White: English/Welsh/Scottish/Northern Irish/British,E07000118,101892
White: Irish,E07000118,567
White: Gypsy or Irish Traveller,E07000118,57
White: Other White,E07000118,1317
Mixed/multiple ethnic groups,E07000118,1016
Mixed/multiple ethnic groups: White and Black Caribbean,E07000118,463
Mixed/multiple ethnic groups: White and Black African,E07000118,104
Mixed/multiple ethnic groups: White and Asian,E07000118,273
Mixed/multiple ethnic groups: Other Mixed,E07000118,176
Asian/Asian British,E07000118,1710
Asian/Asian British: Indian,E07000118,612
Asian/Asian British: Pakistani,E07000118,525
Asian/Asian British: Bangladeshi,E07000118,105
Asian/Asian British: Chinese,E07000118,236
Asian/Asian British: Other Asian,E07000118,232
Black/African/Caribbean/Black British,E07000118,401
Black/African/Caribbean/Black British: African,E07000118,115
Black/African/Caribbean/Black British: Caribbean,E07000118,240
Black/African/Caribbean/Black British: Other Black,E07000118,46
Other ethnic group,E07000118,195
Other ethnic group: Arab,E07000118,113
Other ethnic group: Any other ethnic group,E07000118,82
All usual residents,E07000119,75757
White,E07000119,73844
White: English/Welsh/Scottish/Northern Irish/British,E07000119,72021
White: Irish,E07000119,488
White: Gypsy or Irish Traveller,E07000119,15
White: Other White,E07000119,1320
Mixed/multiple ethnic groups,E07000119,742
Mixed/multiple ethnic groups: White and Black Caribbean,E07000119,251
Mixed/multiple ethnic groups: White and Black African,E07000119,87
Mixed/multiple ethnic groups: White and Asian,E07000119,233
Mixed/multiple ethnic groups: Other Mixed,E07000119,171
Asian/Asian British,E07000119,845
Asian/Asian British: Indian,E07000119,297
Asian/Asian British: Pakistani,E07000119,118
Asian/Asian British: Bangladeshi,E07000119,25
Asian/Asian British: Chinese,E07000119,209
Asian/Asian British: Other Asian,E07000119,196
Black/African/Caribbean/Black British,E07000119,163
Black/African/Caribbean/Black British: African,E07000119,63
Black/African/Caribbean/Black British: Caribbean,E07000119,54
Black/African/Caribbean/Black British: Other Black,E07000119,46
Other ethnic group,E07000119,163
Other ethnic group: Arab,E07000119,67
Other ethnic group: Any other ethnic group,E07000119,96
All usual residents,E07000120,80734
White,E07000120,70778
White: English/Welsh/Scottish/Northern Irish/British,E07000120,68834
White: Irish,E07000120,436
White: Gypsy or Irish Traveller,E07000120,97
White: Other White,E07000120,1411
Mixed/multiple ethnic groups,E07000120,696
Mixed/multiple ethnic groups: White and Black Caribbean,E07000120,186
Mixed/multiple ethnic groups: White and Black African,E07000120,39
Mixed/multiple ethnic groups: White and Asian,E07000120,336
Mixed/multiple ethnic groups: Other Mixed,E07000120,135
Asian/Asian British,E07000120,9007
Asian/Asian British: Indian,E07000120,279
Asian/Asian British: Pakistani,E07000120,7548
Asian/Asian British: Bangladeshi,E07000120,402
Asian/Asian British: Chinese,E07000120,268
Asian/Asian British: Other Asian,E07000120,510
Black/African/Caribbean/Black British,E07000120,106
Black/African/Caribbean/Black British: African,E07000120,52
Black/African/Caribbean/Black British: Caribbean,E07000120,45
Black/African/Caribbean/Black British: Other Black,E07000120,9
Other ethnic group,E07000120,147
Other ethnic group: Arab,E07000120,91
Other ethnic group: Any other ethnic group,E07000120,56
All usual residents,E07000121,138375
White,E07000121,132342
White: English/Welsh/Scottish/Northern Irish/British,E07000121,126624
White: Irish,E07000121,840
White: Gypsy or Irish Traveller,E07000121,331
White: Other White,E07000121,4547
Mixed/multiple ethnic groups,E07000121,1356
Mixed/multiple ethnic groups: White and Black Caribbean,E07000121,373
Mixed/multiple ethnic groups: White and Black African,E07000121,179
Mixed/multiple ethnic groups: White and Asian,E07000121,480
Mixed/multiple ethnic groups: Other Mixed,E07000121,324
Asian/Asian British,E07000121,3732
Asian/Asian British: Indian,E07000121,1212
Asian/Asian British: Pakistani,E07000121,413
Asian/Asian British: Bangladeshi,E07000121,309
Asian/Asian British: Chinese,E07000121,1231
